# 楽曲ソース (タブ区切り)。列: ブランドタグ / 曲名 / 歌唱 / 初出日 / 初出
# ここに一覧をそのまま貼り足して `node scripts/build-songs.mjs` を実行すると data/songs.csv が再生成される。
# ブランドタグ: GKM=学マス SYC=シャニ SdM=SideM MIL/MILR=ミリオン CIN=デレ 765 876 VLV 961 合同 ETC
[GKM]	みちなるひろがる	(UNIT)ゆめぱしー	2025/05/31	1stHS DAY1
[GKM]	SUGAR FLAVOR	(UNIT)RippleSign	2025/05/31	1stHS DAY1
[GKM]	ときめきエモーション	(UNIT)REVERSI	2025/06/01	1stHS DAY2
[GKM]	Love & Joy	(ソロ)紫雲清夏	2025/06/19	学園アイドルマスター実装
[GKM]	金の斧、銀の斧、エメラルドの斧	(ソロ)花海佑芽	2025/07/04	初陣追加公演 昼
[GKM]	サンフェーデッド	(ソロ)篠澤広	2025/07/17	学園アイドルマスター実装
[GKM]	自己肯定感爆上げ↑↑しゅきしゅきソング	(ソロ)藤田ことね	2025/08/12	学園アイドルマスター実装
[GKM]	初星体操第一	-	2025/08/27	動画公開
[GKM]	SUPREMACY	(クラス曲)1年1組	2025/08/28	Lyric Video公開
[GKM]	Let's GO!! ICHI-NO-NI!!	(クラス曲)1年2組	2025/09/04	Lyric Video公開
[GKM]	ナイワ	(クラス曲)3年1組	2025/09/10	Lyric Video公開
[GKM]	36℃ U･B･U	(ソロ)姫崎莉波	2025/09/17	学園アイドルマスター実装
[GKM]	理論武装して	(ソロ)雨夜燕	2025/09/22	初星大運動会DAY2
[GKM]	カタマリオンザドゥン	(素敵ソング)花海咲季	2025/10/03	MV公開
[GKM]	空と約束	(ソロ)倉本千奈	2025/10/21	学園アイドルマスター実装
[GKM]	見て	(ソロ)有村麻央	2025/10/31	学園アイドルマスター実装
[GKM]	Atmosphere	(ソロ)葛城リーリヤ	2025/12/08	学園アイドルマスター実装
[GKM]	一体いつから	(ソロ)月村手毬	2026/01/16	学園アイドルマスター実装
[GKM]	SEARCH RIGHT	(コラボ)初星学園生徒会	2026/02/08	配信
[GKM]	赤裸々	(ソロ)十王星南	2026/02/09	学園アイドルマスター実装
[GKM]	わかし・さわがし・スカパンク	(音楽祭)花海佑芽,秦谷美鈴,十王星南	2026/02/19	配信
[GKM]	Wildest Flower	(ソロ)花海咲季	2026/03/19	学園アイドルマスター実装
[GKM]	真っ白いページと水彩の主人公	(ソロ)花海佑芽	2026/04/10	学園アイドルマスター実装
[GKM]	VEIL	(ソロ)秦谷美鈴	2026/04/29	学園アイドルマスター実装
[GKM]	ガラクタロード	(全体曲)初星学園	2026/05/08	H.I.F編OP先行公開
[GKM]	三分半の創世	(ソロ)雨夜燕	2026/05/17	H.I.F選抜試験DAY2
[GKM]	MY STAGE	(ソロ)雨夜燕	2026/05/20	リリックビデオ公開
[GKM]	クライアイ	(ソロ)雨夜燕	2026/07/31	学園アイドルマスター実装
[GKM]	「ねえ、言っちゃうよ。」	(グラビア曲)初星学園	2026/08/17	学園アイドルマスター実装
[GKM]	修楽旅行	(標ツアー曲)初星学園	2026/08/20	配信
[GKM]	L’Espoir	(ソロ)有村麻央	2026/08/20	標 福井公演 DAY1
[GKM]	春と光	(ソロ)花海佑芽	2026/08/20	標 福井公演 DAY1
[GKM]	いつかのわたし	(ソロ)葛城リーリヤ	2026/08/21	標 福井公演 DAY2
[GKM]	重なる夜空の痕跡に	(ソロ)姫崎莉波	2026/08/21	標 福井公演 DAY2
[GKM]	とめどなく	(ソロ)有村麻央	2026/10/07	ゴルラ7巻特装版
[GKM]	Be proud	(ソロ)雨夜燕		未発表
[961]	オーバーマスター	(UNIT)プロジェクト・フェアリー	2008/07/27	765AS3rd横浜
[961]	KisS	(UNIT)プロジェクト・フェアリー	2008/12/10	MS961
[961]	黒い犬	(UNIT)プロジェクト・フェアリー	2009/01/23	Eternal Prism02
[961]	Alice or Guilty	(UNIT)Jupiter	2011/02/24	アイマス2(Xbox360)
[961]	恋をはじめよう	(UNIT)Jupiter	2011/02/24	アイマス2(Xbox360)
[961]	BANG×BANG	(ソロ)天ヶ瀬冬馬	2011/11/23	Jupiter
[961]	On Sunday	(ソロ)御手洗翔太	2011/11/23	Jupiter
[961]	結晶〜Crystal Dust〜	(ソロ)伊集院北斗	2011/11/23	Jupiter
[961]	アクセルレーション	(ソロ)玲音	2014/05/15	OFA
[961]	アルティメットアイズ	(ソロ)玲音	2014/12/25	OFA DLC
[961]	インセインゲーム	(UNIT)プロジェクト・フェアリー	2016/09/21	PLATINUM MASTER 02
[961]	Blooming Star	(ソロ)詩花	2017/12/21	ステラステージ
[961]	アライアンス・スターダスト	(UNIT)ZWEIGLANZ	2020/01/19	ミリシタ感謝祭
[961]	Shine My Way	(UNIT)ZWEIGLANZ	2020/12/02	CD「ZWEIGLANZ」
[961]	1st Call	(UNIT)ディアマント	2021/10/14	スターリットシーズン実装
[961]	FlaME	(UNIT)プロジェクト・フェアリー	2024/08/24	『Re:FLAME』
[961]	REALIZE！！！	(UNIT)プロジェクト・フェアリー	2025/02/01	『Re:FLAME』追加公演
[961]	エクストリーム・オーバードライブ	(ソロ)玲音	2026/07/26	IWSF2026会場CD
[合同]	IDOL POWER RAINBOW	(MOIW2014テーマソング)	2014/02/05	配信開始
[合同]	アイ MUST GO！	(MOIW2015テーマソング)	2015/06/19	配信開始
