live_id,seq,block,song_id,performers,is_original,is_premiere,stage_type,version,medley_group,notes
20130210_765as_mfw_day,1,main,s_restrt,765as_haruka;765as_miki;765as_yayoi;765as_yukiho;765as_ami;765as_takane;765as_hibiki;765as_ritsuko;765as_kotori,,false,,M@STER VERSION,,
20130210_765as_mfw_day,2,main,s_honeyheartbeat,765as_ami;765as_ritsuko,,false,,M@STER VERSION,,
20130210_765as_mfw_day,3,main,s_iwant,765as_haruka,,false,,,,
20130210_765as_mfw_day,4,main,s_alright,765as_yukiho,,false,,,,
20130210_765as_mfw_day,5,main,s_765as_0e62b1l,765as_yayoi,,false,,,,ゲンキトリッパー
20130210_765as_mfw_day,6,main,s_765as_0z1h8sy,765as_miki;765as_hibiki,,false,,,,目が逢う瞬間
20130210_765as_mfw_day,7,main,s_mind,765as_takane;765as_kotori,,false,,,,迷走Mind
20130210_765as_mfw_day,8,main,s_vaultthatborderline,765as_haruka;765as_ritsuko;765as_kotori,,false,,M@STER VERSION,,
20130210_765as_mfw_day,9,main,s_765as_0tyu2w5,765as_yayoi;765as_ami;765as_hibiki,,false,,M@STER VERSION,,ビジョナリー
20130210_765as_mfw_day,10,main,s_brandnewday,765as_hibiki,,false,,,,
20130210_765as_mfw_day,11,main,s_765as_12kw6vn,765as_ami;765as_mami,,false,,,,黎明スターライン
20130210_765as_mfw_day,12,main,s_765as_01wogu2,765as_haruka;765as_yayoi;765as_kotori,,false,,,,ラ♥ブ♥リ♥
20130210_765as_mfw_day,13,main,s_765as_15l8a85,765as_ritsuko,,false,,,,いっぱいいっぱい
20130210_765as_mfw_day,14,main,s_like,765as_yayoi;765as_ritsuko,,false,,M@STER VERSION,,愛 LIKE ハンバーガー
20130210_765as_mfw_day,15,main,s_765as_1wk61fu,765as_miki;765as_takane,,false,,M@STER VERSION,,きゅんっ!ヴァンパイアガール
20130210_765as_mfw_day,16,main,s_eden,765as_miki;765as_yukiho;765as_takane,,false,,M@STER VERSION,,
20130210_765as_mfw_day,17,main,s_littlematchgirl,765as_haruka;765as_yukiho,,false,,M@STER VERSION,,
20130210_765as_mfw_day,18,main,s_dream,765as_miki,,false,,,,DREAM
20130210_765as_mfw_day,19,main,s_lost,765as_takane,,false,,,,LOST
20130210_765as_mfw_day,20,main,s_765as_0gyyy0n,765as_ami;765as_hibiki,,false,,,,フタリの記憶
20130210_765as_mfw_day,21,main,s_firststep,765as_yukiho,,false,,,,
20130210_765as_mfw_day,22,main,s_765as_1y9yljb,765as_kotori,,false,,,,幸
20130210_765as_mfw_day,23,main,s_music,765as_haruka;765as_miki;765as_yayoi;765as_yukiho;765as_ami;765as_takane;765as_hibiki;765as_ritsuko;765as_kotori,,false,,M@STER VERSION,,
20130210_765as_mfw_day,24,encore,s_ready,765as_haruka;765as_miki;765as_yayoi;765as_yukiho;765as_ami;765as_takane;765as_hibiki;765as_ritsuko;765as_kotori,,false,,M@STER VERSION,,
20130210_765as_mfw_day,25,encore,s_music,765as_haruka;765as_miki;765as_yayoi;765as_yukiho;765as_ami;765as_takane;765as_hibiki;765as_ritsuko;765as_kotori,,false,,M@STER VERSION,,
20130210_765as_mfw_night,1,main,s_restrt,765as_haruka;765as_miki;765as_yayoi;765as_yukiho;765as_ami;765as_takane;765as_hibiki;765as_ritsuko;765as_kotori,,false,,M@STER VERSION,,セトリ共通
20130210_765as_mfw_night,2,main,s_honeyheartbeat,765as_ami;765as_ritsuko,,false,,M@STER VERSION,,
