live_id,seq,block,song_id,performers,is_original,is_premiere,stage_type,version,medley_group,notes
20110110_765as_newyear2011,1,main,s_765as_2ndmix,765as_haruka;765as_chihaya;765as_yayoi;765as_makoto;765as_ami;765as_miki;765as_ritsuko;765as_takane;765as_hibiki;765as_yukiho,,false,,,,
20110110_765as_newyear2011,2,main,s_765as_1ygb16r,765as_ami;765as_hibiki,,false,,,,
20110110_765as_newyear2011,3,main,s_765as_0sjai7d,765as_haruka,,false,,,,
20110110_765as_newyear2011,4,main,s_765as_0cs3uhv,765as_makoto;765as_miki,,false,,,,
20110110_765as_newyear2011,5,main,s_765as_1ov71rm,765as_takane;765as_yukiho,,false,,,,
20110110_765as_newyear2011,6,main,s_765as_15l8a85,765as_ritsuko,,false,,,,
20110110_765as_newyear2011,7,main,s_765as_1ewun46,765as_chihaya;765as_yayoi,,false,,,,
20110110_765as_newyear2011,8,main,s_theworldisallone,765as_haruka;765as_chihaya;765as_yayoi;765as_makoto;765as_ami;765as_miki;765as_ritsuko;765as_takane;765as_hibiki;765as_yukiho,,false,,,,
20110110_765as_newyear2011,9,main,s_start,765as_haruka,,false,,,,
20110110_765as_newyear2011,10,main,s_dayofthefuture,765as_miki,,false,,,,
20110110_765as_newyear2011,11,main,s_trialdance,765as_hibiki,,false,,,,
20110110_765as_newyear2011,12,main,s_dream,765as_haruka;765as_miki;765as_hibiki,,false,,,,
20110110_765as_newyear2011,13,main,s_tear,765as_makoto,,false,,,,
20110110_765as_newyear2011,14,main,s_765as_06516fm,765as_takane,,false,,,,
20110110_765as_newyear2011,15,main,s_765as_07un66k,765as_chihaya,,false,,,,
20110110_765as_newyear2011,16,main,s_lost,765as_chihaya;765as_makoto;765as_takane,,false,,,,
20110110_765as_newyear2011,17,main,s_765as_1n54kyz,765as_yayoi,,false,,,,
20110110_765as_newyear2011,18,main,s_765as_1yqfoib,765as_yukiho,,false,,,,
20110110_765as_newyear2011,19,main,s_765as_0nxvcqr,765as_ami,,false,,,,
20110110_765as_newyear2011,20,main,s_765as_09csbul,765as_ritsuko,,false,,,,
20110110_765as_newyear2011,21,main,s_the,765as_yayoi;765as_ami;765as_ritsuko;765as_yukiho,,false,,,,
20110110_765as_newyear2011,22,main,s_megare,765as_haruka;765as_chihaya;765as_yayoi;765as_makoto;765as_ami;765as_miki;765as_ritsuko;765as_takane;765as_hibiki;765as_yukiho,,false,,,,
20110110_765as_newyear2011,23,main,s_theworldisallone,765as_haruka;765as_chihaya;765as_yayoi;765as_makoto;765as_ami;765as_miki;765as_ritsuko;765as_takane;765as_hibiki;765as_yukiho,,false,,,,
20110110_765as_newyear2011,201,encore,s_gomyway,765as_haruka;765as_chihaya;765as_yayoi;765as_makoto;765as_ami;765as_miki;765as_ritsuko;765as_takane;765as_hibiki;765as_yukiho,,false,,,,
20110110_765as_newyear2011,202,encore,s_theidolmster,765as_haruka;765as_chihaya;765as_yayoi;765as_makoto;765as_ami;765as_miki;765as_ritsuko;765as_takane;765as_hibiki;765as_yukiho,,false,,,,
20110625_765as_6th_tokyo,1,main,s_765as_2ndmix,765as_haruka;765as_miki;765as_chihaya;765as_takane;765as_ritsuko;765as_hibiki;765as_yayoi;765as_makoto;765as_ami;765as_yukiho,,false,,,,
20110625_765as_6th_tokyo,2,main,s_honeyheartbeat,765as_haruka;765as_miki,,false,,,,
20110625_765as_6th_tokyo,3,main,s_765as_09csbul,765as_ritsuko,,false,,,,
20110625_765as_6th_tokyo,4,main,s_trialdance,765as_hibiki,,false,,,,
20110625_765as_6th_tokyo,5,main,s_765as_1ewun46,765as_yayoi;765as_makoto,,false,,,,
20110625_765as_6th_tokyo,6,main,s_765as_1yqfoib,765as_yukiho,,false,,,,
20110625_765as_6th_tokyo,7,main,s_765as_0nxvcqr,765as_ami,,false,,,,
20110625_765as_6th_tokyo,8,main,s_dream,765as_chihaya;765as_takane,,false,,,,
20110625_765as_6th_tokyo,9,main,s_765as_0sjai7d,765as_haruka;765as_miki,,false,,,,
20110625_765as_6th_tokyo,10,main,s_megare,765as_haruka;765as_miki;765as_chihaya;765as_takane;765as_ritsuko;765as_hibiki;765as_yayoi;765as_makoto;765as_ami;765as_yukiho,,false,,,,
20110625_765as_6th_tokyo,11,main,s_start,765as_haruka,,false,,,,
20110625_765as_6th_tokyo,12,main,s_dayofthefuture,765as_miki,,false,,,,
20110625_765as_6th_tokyo,13,main,s_smokythrill,765as_ritsuko;765as_hibiki,,false,,,,
20110625_765as_6th_tokyo,14,main,s_765as_06516fm,765as_takane,,false,,,,
20110625_765as_6th_tokyo,15,main,s_765as_07un66k,765as_chihaya,,false,,,,
20110625_765as_6th_tokyo,16,main,s_littlematchgirl,765as_ami;765as_yukiho,,false,,,,
20110625_765as_6th_tokyo,17,main,s_765as_1n54kyz,765as_yayoi,,false,,,,
20110625_765as_6th_tokyo,18,main,s_tear,765as_makoto,,false,,,,
20110625_765as_6th_tokyo,19,main,s_765as_01mbphu,765as_miki,,false,,,,
20110625_765as_6th_tokyo,20,main,s_765as_1fx8o5s,765as_haruka,,false,,,,
20110625_765as_6th_tokyo,21,main,s_ready,765as_haruka;765as_miki;765as_chihaya;765as_takane;765as_ritsuko;765as_hibiki;765as_yayoi;765as_makoto;765as_ami;765as_yukiho,,false,,,,
20110625_765as_6th_tokyo,22,main,s_theworldisallone,765as_haruka;765as_miki;765as_chihaya;765as_takane;765as_ritsuko;765as_hibiki;765as_yayoi;765as_makoto;765as_ami;765as_yukiho,,false,,,,
20110625_765as_6th_tokyo,201,encore,s_gomyway,765as_haruka;765as_miki;765as_chihaya;765as_takane;765as_ritsuko;765as_hibiki;765as_yayoi;765as_makoto;765as_ami;765as_yukiho,,false,,,,
20110625_765as_6th_tokyo,202,encore,s_theidolmster,765as_haruka;765as_miki;765as_chihaya;765as_takane;765as_ritsuko;765as_hibiki;765as_yayoi;765as_makoto;765as_ami;765as_yukiho,,false,,,,
20110702_765as_6th_sapporo,1,main,s_765as_2ndmix,765as_chihaya;765as_takane;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110702_765as_6th_sapporo,2,main,s_765as_1wk61fu,765as_chihaya;765as_takane,,false,,,,
20110702_765as_6th_sapporo,3,main,s_start,765as_haruka,,false,,,,
20110702_765as_6th_sapporo,4,main,s_dayofthefuture,765as_miki,,false,,,,
20110702_765as_6th_sapporo,5,main,s_765as_1ewun46,765as_yayoi;765as_makoto,,false,,,,
20110702_765as_6th_sapporo,6,main,s_765as_09csbul,765as_ritsuko,,false,,,,
20110702_765as_6th_sapporo,7,main,s_trialdance,765as_hibiki,,false,,,,
20110702_765as_6th_sapporo,8,main,s_mysong,765as_chihaya;765as_takane,,false,,,,
20110702_765as_6th_sapporo,9,main,s_megare,765as_chihaya;765as_takane;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110702_765as_6th_sapporo,10,main,s_765as_06516fm,765as_takane,,false,,,,
20110702_765as_6th_sapporo,11,main,s_765as_07un66k,765as_chihaya,,false,,,,
20110702_765as_6th_sapporo,12,main,s_smokythrill,765as_ritsuko;765as_hibiki,,false,,,,
20110702_765as_6th_sapporo,13,main,s_765as_1n54kyz,765as_yayoi,,false,,,,
20110702_765as_6th_sapporo,14,main,s_tear,765as_makoto,,false,,,,
20110702_765as_6th_sapporo,15,main,s_765as_0sjai7d,765as_haruka;765as_miki,,false,,,,
20110702_765as_6th_sapporo,16,main,s_arcadia,765as_chihaya,,false,,,,
20110702_765as_6th_sapporo,17,main,s_765as_0za1sbd,765as_takane,,false,,,,
20110702_765as_6th_sapporo,18,main,s_ready,765as_chihaya;765as_takane;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110702_765as_6th_sapporo,19,main,s_theworldisallone,765as_chihaya;765as_takane;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110702_765as_6th_sapporo,201,encore,s_gomyway,765as_chihaya;765as_takane;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110702_765as_6th_sapporo,202,encore,s_theidolmster,765as_chihaya;765as_takane;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110709_765as_6th_nagoya,1,main,s_765as_2ndmix,765as_ami;765as_yukiho;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110709_765as_6th_nagoya,2,main,s_like,765as_ami;765as_yukiho,,false,,,,
20110709_765as_6th_nagoya,3,main,s_start,765as_haruka,,false,,,,
20110709_765as_6th_nagoya,4,main,s_dayofthefuture,765as_miki,,false,,,,
20110709_765as_6th_nagoya,5,main,s_765as_1ov71rm,765as_ritsuko;765as_hibiki,,false,,,,
20110709_765as_6th_nagoya,6,main,s_765as_1n54kyz,765as_yayoi,,false,,,,
20110709_765as_6th_nagoya,7,main,s_tear,765as_makoto,,false,,,,
20110709_765as_6th_nagoya,8,main,s_765as_1ygb16r,765as_ami;765as_yukiho,,false,,,,
20110709_765as_6th_nagoya,9,main,s_megare,765as_ami;765as_yukiho;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110709_765as_6th_nagoya,10,main,s_765as_1yqfoib,765as_yukiho,,false,,,,
20110709_765as_6th_nagoya,11,main,s_765as_0nxvcqr,765as_ami,,false,,,,
20110709_765as_6th_nagoya,12,main,s_765as_1wqprrg,765as_yayoi;765as_makoto,,false,,,,
20110709_765as_6th_nagoya,13,main,s_765as_09csbul,765as_ritsuko,,false,,,,
20110709_765as_6th_nagoya,14,main,s_trialdance,765as_hibiki,,false,,,,
20110709_765as_6th_nagoya,15,main,s_relations,765as_haruka;765as_miki,,false,,,,
20110709_765as_6th_nagoya,16,main,s_youmy,765as_ami,,false,,,,
20110709_765as_6th_nagoya,17,main,s_765as_0jqujd3,765as_yukiho,,false,,,,
20110709_765as_6th_nagoya,18,main,s_ready,765as_ami;765as_yukiho;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110709_765as_6th_nagoya,19,main,s_theworldisallone,765as_ami;765as_yukiho;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110709_765as_6th_nagoya,201,encore,s_gomyway,765as_ami;765as_yukiho;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110709_765as_6th_nagoya,202,encore,s_theidolmster,765as_ami;765as_yukiho;765as_haruka;765as_yayoi;765as_makoto;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20110716_765as_6th_fukuoka,1,main,s_765as_2ndmix,765as_yayoi;765as_makoto;765as_haruka;765as_chihaya;765as_ami;765as_miki;765as_takane;765as_yukiho,,false,,,,
20110716_765as_6th_fukuoka,2,main,s_lobm,765as_yayoi;765as_makoto,,false,,,,
20110716_765as_6th_fukuoka,3,main,s_765as_1yqfoib,765as_yukiho,,false,,,,
20110716_765as_6th_fukuoka,4,main,s_765as_0nxvcqr,765as_ami,,false,,,,
20110716_765as_6th_fukuoka,5,main,s_dream,765as_chihaya;765as_takane,,false,,,,
20110716_765as_6th_fukuoka,6,main,s_start,765as_haruka,,false,,,,
20110716_765as_6th_fukuoka,7,main,s_dayofthefuture,765as_miki,,false,,,,
