live_id,seq,block,song_id,performers,is_original,is_premiere,stage_type,version,medley_group,notes
20100703_765as_5th_d1,1,main,s_theidolmster,765as_haruka;765as_chihaya;765as_azusa;765as_iori;765as_ritsuko;765as_yayoi;765as_makoto;765as_kotori;765as_ami;765as_miki;765as_takane;765as_hibiki,,false,,,,
20100703_765as_5th_d1,2,main,s_765as_1ewun46,765as_yayoi;765as_ami;765as_takane,,false,,,,
20100703_765as_5th_d1,3,main,s_765as_0sjai7d,765as_haruka,,false,,,,
20100703_765as_5th_d1,4,main,s_mind,765as_makoto,,false,,,,
20100703_765as_5th_d1,5,main,s_765as_1yw5ep9,765as_kotori,,false,,,,
20100703_765as_5th_d1,6,main,s_lobm,765as_haruka;765as_yayoi;765as_makoto;765as_kotori;765as_ami;765as_takane,,false,,,,
20100703_765as_5th_d1,7,main,s_765as_15l8a85,765as_ritsuko,,false,,,,
20100703_765as_5th_d1,8,main,s_765as_0z1h8sy,765as_chihaya;765as_azusa,,false,,,,
20100703_765as_5th_d1,9,main,s_765as_0gyyy0n,765as_iori;765as_miki,,false,,,,
20100703_765as_5th_d1,10,main,s_nextlife,765as_hibiki,,false,,,,
20100703_765as_5th_d1,11,main,s_765as_1ov71rm,765as_chihaya;765as_azusa;765as_iori;765as_ritsuko;765as_miki;765as_hibiki,,false,,,,
20100703_765as_5th_d1,12,main,s_765as_1wqprrg,765as_ami,,false,,,,
20100703_765as_5th_d1,13,main,s_765as_1lzgvkp,765as_ritsuko;765as_makoto,,false,,,,
20100703_765as_5th_d1,14,main,s_765as_01wogu2,765as_haruka;765as_iori,,false,,,,
20100703_765as_5th_d1,15,main,s_765as_10d695k,765as_chihaya,,false,,,,
20100703_765as_5th_d1,16,main,s_765as_09fmqny,765as_makoto;765as_ami,,false,,,,
20100703_765as_5th_d1,17,main,s_relations,765as_miki,,false,,,,
20100703_765as_5th_d1,18,main,s_765as_1qeqw2i,765as_azusa,,false,,,,
20100703_765as_5th_d1,19,main,s_shinysmile,765as_ritsuko;765as_kotori;765as_hibiki,,false,,,,
20100703_765as_5th_d1,20,main,s_dodai,765as_chihaya;765as_yayoi;765as_takane,,false,,,,
20100703_765as_5th_d1,21,main,s_mysong,765as_iori,,false,,,,
20100703_765as_5th_d1,22,main,s_765as_05sigqy,765as_haruka;765as_azusa;765as_makoto;765as_kotori,,false,,,,
