live_id,seq,block,song_id,performers,is_original,is_premiere,stage_type,version,medley_group,notes
20200215_cg7th_glowingrock_d1,1,main,s_cg_1devir8,cg_uzuki;cg_x032;cg_x036;cg_tsukasa;cg_x020;cg_miku;cg_sae;cg_kyoko;cg_miho;cg_x025;cg_mayu;cg_nana;cg_rin;cg_asuka;cg_riina;cg_ranko;cg_koume;cg_x050;cg_arisu;cg_x030;cg_x038;cg_mizuki;cg_karen;cg_nao;cg_x044;cg_syuko;cg_mio;cg_x031;cg_x043;cg_x041;cg_shiki,,false,,,,
20200215_cg7th_glowingrock_d1,2,main,s_unlockstarbeat,cg_uzuki;cg_x032;cg_x036;cg_tsukasa;cg_x020;cg_miku;cg_sae;cg_kyoko;cg_miho;cg_x025;cg_mayu;cg_nana;cg_rin;cg_asuka;cg_riina;cg_ranko;cg_koume;cg_x050;cg_arisu;cg_x030;cg_x038;cg_mizuki;cg_karen;cg_nao;cg_x044;cg_syuko;cg_mio;cg_x031;cg_x043;cg_x041;cg_shiki,,false,,,,
20200215_cg7th_glowingrock_d1,3,main,s_lunaticshow,cg_x032;cg_koume;cg_x036;cg_shiki,,false,,,,
20200215_cg7th_glowingrock_d1,4,main,s_cg_1fea4wl,cg_sae;cg_syuko,,false,,,,
20200215_cg7th_glowingrock_d1,5,main,s_springscreaming,cg_x050;cg_x031;cg_x025;cg_mio,,false,,,,
20200215_cg7th_glowingrock_d1,6,main,s_ver,cg_riina;cg_miku,,false,,,,
20200215_cg7th_glowingrock_d1,7,main,s_nocturne,cg_arisu;cg_mizuki;cg_x043;cg_rin;cg_mayu;cg_x044;cg_syuko,,false,,,,
20200215_cg7th_glowingrock_d1,8,main,s_cg_02vk8cr,cg_tsukasa;cg_nao,,false,,,,
20200215_cg7th_glowingrock_d1,9,main,s_cg_0mt8wko,cg_x050;cg_x031;cg_x025,,false,,,,
20200215_cg7th_glowingrock_d1,10,main,s_gazeandgaze,cg_x043;cg_mizuki,,false,,,,
20200215_cg7th_glowingrock_d1,11,main,s_cg_0r8nga1,cg_tsukasa;cg_arisu;cg_x030;cg_x020,,false,,,,
20200215_cg7th_glowingrock_d1,12,main,s_trustme,cg_asuka;cg_x032;cg_koume;cg_mio;cg_mayu;cg_nana;cg_karen,,false,,,,
20200215_cg7th_glowingrock_d1,13,main,s_cg_1ukrk0t,cg_karen,,false,,,,Acoustic Version
20200215_cg7th_glowingrock_d1,14,main,s_infact,cg_arisu,,false,,,,Acoustic Version
20200215_cg7th_glowingrock_d1,15,main,s_frost,cg_ranko;cg_x050;cg_nao,,false,,,,
20200215_cg7th_glowingrock_d1,16,main,s_whiteagain,cg_uzuki;cg_sae;cg_kyoko;cg_miho;cg_syuko,,false,,,,
20200215_cg7th_glowingrock_d1,17,main,s_cg_x027_yume,cg_x017;cg_x047,,false,,,,
20200215_cg7th_glowingrock_d1,18,main,s_palette,cg_uzuki;cg_kyoko;cg_miho,,false,,,,
20200215_cg7th_glowingrock_d1,19,main,s_cg_04tgis2,cg_x043,,false,,,,
20200215_cg7th_glowingrock_d1,20,main,s_pandemicalone,cg_shiki,,false,,,,
20200215_cg7th_glowingrock_d1,21,main,s_maxbeat,cg_asuka;cg_kyoko;cg_x038;cg_x025;cg_x044,,false,,,,
20200215_cg7th_glowingrock_d1,22,main,s_fascinate,cg_tsukasa;cg_x020,,false,,,,
20200215_cg7th_glowingrock_d1,23,main,s_cg_15sgyz0,cg_ranko;cg_asuka,,false,,,,
20200215_cg7th_glowingrock_d1,24,main,s_rockinemotion,cg_riina;cg_x036;cg_miku;cg_x041;cg_nana,,false,,,,
20200215_cg7th_glowingrock_d1,25,main,s_cg_1sdcu3x,cg_koume;cg_x038,,false,,,,
